title,price,house_area,land_area,date_posted,address,highway,km,type,house_area_group,land_area_group,price_per_m2,price_per_m2_group
Дача 40 м² на участке 6 сот.,2250000.0,40.0,6.0,26 июня 21:52,СНТ Титан,Носовихинское шоссе,29,Дача,0-60 м²,6-9 соток,56250.0,50k-60k
Дом 85 м² на участке 6 сот.,7140000.0,85.0,6.0,7 дней назад,КП Дачи Ефимоново,Волоколамское шоссе,39,Дом,60-90 м²,6-9 соток,84000.0,80k-90k
Дом 160 м² на участке 18 сот.,6500000.0,160.0,18.0,7 августа 22:39,д. Куземкино,Новорязанское шоссе,64,Дом,150-180 м²,17+ соток,40625.0,40k-50k
"Дом 125,9 м² на участке 8,5 сот.",11000000.0,125.9,,3 дня назад,КП Сурмино-3,Дмитровское шоссе,34,Дом,120-150 м²,,87370.92930897538,80k-90k
Дача 40 м² на участке 4 сот.,1995000.0,40.0,4.0,10 сентября 2024,коттеджный пос. Троицкий Лес,Ленинградское шоссе,58,Дача,0-60 м²,3-6 соток,49875.0,40k-50k
Дом 70 м² на участке 6 сот.,3550000.0,70.0,6.0,26 мая 11:32,СНТ Медик (Полтево),Носовихинское шоссе,19,Дом,60-90 м²,6-9 соток,50714.28571428572,50k-60k
Дом 36 м² на участке 6 сот.,3800000.0,36.0,6.0,14 мая 00:00,с. Успенское,Новокаширское шоссе,34,Дом,0-60 м²,6-9 соток,105555.55555555556,100k-150k
"Дом 24,4 м² на участке 3 сот.",3500000.0,24.4,3.0,30 августа 2024,пос. Раменской агрохимстанции (РАОС),Рязанское шоссе,22,Дом,0-60 м²,3-6 соток,143442.62295081967,100k-150k
"Дом 173,3 м² на участке 10 сот.",10300000.0,173.3,10.0,8 мая 14:59,Наро-Фоминск,Киевское шоссе,56,Дом,150-180 м²,9-12 соток,59434.506635891514,50k-60k
Дом 146 м² на участке 6 сот.,5000000.0,146.0,6.0,3 дня назад,СНТ Вега,Новорязанское шоссе,38,Дом,120-150 м²,6-9 соток,34246.57534246575,30k-40k
"Дом 110 м² на участке 14,4 сот.",7000000.0,110.0,,5 августа 22:44,д. Какузево,Рязанское шоссе,21,Дом,90-120 м²,,63636.36363636364,60k-70k
"Дом 160 м² на участке 5,2 сот.",7900000.0,160.0,,7 дней назад,д. Веревское,Рогачёвское шоссе,23,Дом,150-180 м²,,49375.0,40k-50k
"Дом 108 м² на участке 6,7 сот.",7400000.0,108.0,,7 дней назад,ДНТ Соколиная Гора,Симферопольское шоссе,47,Дом,90-120 м²,,68518.51851851853,60k-70k
"Дом 121,2 м² на участке 10 га",5000000.0,121.2,,Вчера,с. Власово,Егорьевское шоссе,121,Дом,120-150 м²,,41254.12541254125,40k-50k
Дом 100 м² на участке 15 сот.,19720000.0,100.0,15.0,3 дня назад,пгт. Кратово,Егорьевское шоссе,24,Дом,90-120 м²,15-17 соток,197200.0,150k-200k
"Дом 70,2 м² на участке 6,5 сот.",4400000.0,70.2,,2 недели назад,СНТ Репка,Киевское шоссе,68,Дом,60-90 м²,,62678.06267806268,60k-70k
"Дача 46 м² на участке 8,2 сот.",1750000.0,46.0,,6 мая 17:33,СНТ Рыгино-1,Рогачёвское шоссе,47,Дача,0-60 м²,,38043.47826086957,30k-40k
Дача 55 м² на участке 5 сот.,2390000.0,55.0,5.0,3 мая 17:31,садовое товарищество Клинский Луг,Ярославское шоссе,45,Дача,0-60 м²,3-6 соток,43454.545454545456,40k-50k
Дом 100 м² на участке 16 сот.,4500000.0,100.0,16.0,4 часа назад,д. Петропавловское,Минское шоссе,75,Дом,90-120 м²,15-17 соток,45000.0,40k-50k
Дом 425 м² на участке 12 сот.,17000000.0,425.0,12.0,8 июля 2023,д. Нижнее Мячково,Новорязанское шоссе,16,Дом,300+ м²,12-15 соток,40000.0,40k-50k
"Дом 54 м² на участке 5,1 сот.",3200000.0,54.0,,6 мая 15:52,СНТ Маяк,Фряновское шоссе,26,Дом,0-60 м²,,59259.25925925926,50k-60k
"Дом 215,4 м² на участке 7 сот.",59000000.0,215.4,7.0,1 неделю назад,д. Борки,Волоколамское шоссе,28,Дом,210-240 м²,6-9 соток,273909.00649953575,250k-300k
"Дача 129,3 м² на участке 23 сот.",9000000.0,129.3,23.0,Вчера,СТ Дубна,Дмитровское шоссе,78,Дача,120-150 м²,17+ соток,69605.56844547563,60k-70k
"Дом 101,7 м² на участке 6 сот.",15000000.0,101.7,6.0,7 дней назад,пгт. Андреевка,Пятницкое шоссе,22,Дом,90-120 м²,6-9 соток,147492.62536873156,100k-150k
Дача 40 м² на участке 6 сот.,800000.0,40.0,6.0,7 июля 23:20,садовое товарищество Звезда,Егорьевское шоссе,58,Дача,0-60 м²,6-9 соток,20000.0,20k-30k
"Дом 151,9 м² на участке 12 сот.",12000000.0,151.9,12.0,19 июня 18:33,садоводческое товарищество Подснежник,Горьковское шоссе,57,Дом,150-180 м²,12-15 соток,78999.34167215273,70k-80k
"Дача 40 м² на участке 11,7 сот.",600000.0,40.0,,27 июня 2024,СНТ Измайлово,Новорязанское шоссе,120,Дача,0-60 м²,,15000.0,10k-20k
"Дача 57,3 м² на участке 10 сот.",3050000.0,57.3,10.0,7 июня 15:49,СНТ Солнышко,Новорязанское шоссе,56,Дача,0-60 м²,9-12 соток,53228.62129144852,50k-60k
"Коттедж 190 м² на участке 6,3 сот.",14500000.0,190.0,,30 июля 13:28,Загорянский,Ярославское шоссе,13,Коттедж,180-210 м²,,76315.78947368421,70k-80k
Дом 90 м² на участке 8 сот.,6500000.0,90.0,8.0,4 апреля 11:08,Электросталь,Носовихинское шоссе,41,Дом,90-120 м²,6-9 соток,72222.22222222222,70k-80k
"Дом 191,9 м² на участке 11 сот.",7000000.0,191.9,11.0,19 июня 17:35,Хотьково,Ярославское шоссе,44,Дом,180-210 м²,9-12 соток,36477.33194372069,30k-40k
Дом 152 м² на участке 6 сот.,17300000.0,152.0,6.0,6 августа 21:57,Апрелевка,Киевское шоссе,27,Дом,150-180 м²,6-9 соток,113815.78947368421,100k-150k
Дом 159 м² на участке 8 сот.,3500000.0,159.0,8.0,1 неделю назад,КП Раздолье,Минское шоссе,81,Дом,150-180 м²,6-9 соток,22012.578616352203,20k-30k
Дом 290 м² на участке 6 сот.,15700000.0,290.0,6.0,21 марта 07:10,пгт. Удельная,Быковское шоссе,15,Дом,240-300 м²,6-9 соток,54137.93103448276,50k-60k
Дом 77 м² на участке 7 сот.,11500000.0,77.0,7.0,7 августа 18:24,д. Скурыгино,Симферопольское шоссе,44,Дом,60-90 м²,6-9 соток,149350.64935064936,100k-150k
"Дом 105 м² на участке 5,2 сот.",13000000.0,105.0,,7 августа 15:28,д. Середнево,Киевское шоссе,14,Дом,90-120 м²,,123809.52380952382,100k-150k
Дом 120 м² на участке 6 сот.,12000000.0,120.0,6.0,26 июня 01:33,КП Ушаковъ,Волоколамское шоссе,42,Дом,120-150 м²,6-9 соток,100000.0,100k-150k
"Дом 2000 м² на участке 2,3 га",2000000000.0,2000.0,,5 августа 15:10,д. Дарьино,Рублёво-Успенское шоссе,18,Дом,300+ м²,,1000000.0,300k+
Дача 67 м² на участке 12 сот.,2500000.0,67.0,12.0,8 июля 16:45,садоводческое некоммерческое товарищество Зелёный Огонёк,Минское шоссе,127,Дача,60-90 м²,12-15 соток,37313.432835820895,30k-40k
Дом 183 м² на участке 6 сот.,8000000.0,183.0,6.0,17 декабря 2024,пос. Дубовая Роща,Егорьевское шоссе,33,Дом,180-210 м²,6-9 соток,43715.84699453552,40k-50k
Дача 90 м² на участке 6 сот.,1900000.0,90.0,6.0,6 июня 16:49,садовое некоммерческое товарищество Химик,Егорьевское шоссе,81,Дача,90-120 м²,6-9 соток,21111.11111111111,20k-30k
"Дом 92,1 м² на участке 11,1 сот.",10800000.0,92.1,,26 июля 16:25,Красногорск,Волоколамское шоссе,9,Дом,90-120 м²,,117263.84364820848,100k-150k
Дом 110 м² на участке 5 сот.,10999999.0,110.0,5.0,10 августа 13:00,пгт. Правдинский,Ярославское шоссе,22,Дом,90-120 м²,3-6 соток,99999.9909090909,90k-100k
Коттедж 166 м² на участке 8 сот.,13800000.0,166.0,8.0,3 августа 21:58,Домодедово,Новокаширское шоссе,39,Коттедж,150-180 м²,6-9 соток,83132.53012048193,80k-90k
Дом 162 м² на участке 6 сот.,4700000.0,162.0,6.0,5 октября 2023,СНТ Пестово-Пестово,Новокаширское шоссе,30,Дом,150-180 м²,6-9 соток,29012.345679012345,20k-30k
Дача 28 м² на участке 5 сот.,2200000.0,28.0,5.0,7 дней назад,СНТ Взлёт,Егорьевское шоссе,39,Дача,0-60 м²,3-6 соток,78571.42857142857,70k-80k
"Дом 149 м² на участке 9,8 сот.",13300000.0,149.0,,3 недели назад,пгт. Кратово,Егорьевское шоссе,20,Дом,120-150 м²,,89261.74496644296,80k-90k
Дача 72 м² на участке 8 сот.,3500000.0,72.0,8.0,5 августа 14:52,СНТ Ждановский,Ярославское шоссе,43,Дача,60-90 м²,6-9 соток,48611.11111111111,40k-50k
"Дом 115 м² на участке 8,5 сот.",10900000.0,115.0,,15 июля 00:07,ДНТ Васильково-2,Симферопольское шоссе,46,Дом,90-120 м²,,94782.60869565218,90k-100k
Дом 150 м² на участке 6 сот.,13900000.0,150.0,6.0,2 недели назад,"Домодедово, КП Светлая роща",Новокаширское шоссе,23,Дом,150-180 м²,6-9 соток,92666.66666666667,90k-100k
Дом 60 м² на участке 11 сот.,3400000.0,60.0,11.0,7 мая 23:44,Сергиев Посад,Ярославское шоссе,54,Дом,60-90 м²,9-12 соток,56666.666666666664,50k-60k
"Дом 167,4 м² на участке 7 сот.",7900000.0,167.4,7.0,3 дня назад,СНТ Световод,Варшавское шоссе,43,Дом,150-180 м²,6-9 соток,47192.35364396655,40k-50k
"Дача 80 м² на участке 8,5 сот.",2850000.0,80.0,,3 недели назад,садоводческое некоммерческое товарищество Загорье,Ярославское шоссе,73,Дача,60-90 м²,,35625.0,30k-40k
Дом 110 м² на участке 10 сот.,8650000.0,110.0,10.0,20 января 2024,садовое товарищество Культура-1,Ярославское шоссе,60,Дом,90-120 м²,9-12 соток,78636.36363636363,70k-80k
"Дом 272,6 м² на участке 16,8 сот.",23500000.0,272.6,,6 июля 12:39,"д. Городище, СНТ Десна-Городище",Калужское шоссе,8,Дом,240-300 м²,,86206.89655172413,80k-90k
Дом 110 м² на участке 12 сот.,9950000.0,110.0,12.0,5 апреля 13:16,д. Сокольниково,Симферопольское шоссе,48,Дом,90-120 м²,12-15 соток,90454.54545454546,90k-100k
"Дача 47,3 м² на участке 8,2 сот.",3790000.0,47.3,,3 июля 14:43,СНТ Металлург-15,Каширское шоссе,77,Дача,0-60 м²,,80126.84989429176,80k-90k
Коттедж 100 м² на участке 6 сот.,6700000.0,100.0,6.0,1 неделю назад,пос. Рогово,Варшавское шоссе,52,Коттедж,90-120 м²,6-9 соток,67000.0,60k-70k
Дом 178 м² на участке 5 сот.,19900000.0,178.0,5.0,7 августа 09:13,Видное,Симферопольское шоссе,,Дом,150-180 м²,3-6 соток,111797.75280898876,100k-150k
Таунхаус 161 м² на участке 1 сот.,29490000.0,161.0,1.0,30 июня 2024,д. Губкино,Калужское шоссе,8,Таунхаус,150-180 м²,0-3 сотки,183167.70186335404,150k-200k
